SIRUTA;county;LHDI2018;IDUL2018quintile;hcapmat18;hconectint18;hrsm18;POPD2018;Cultarea18;LOCALITATE;SIRINF
59238;CLUJ;39,8;2;58;30,2;33,6;1438;5;MARCESTI;59274
58856;CLUJ;37,2;2;48,2;32,1;32,9;1719;5;PANTICEU;58865
58856;CLUJ;37,2;2;48,2;32,1;32,9;1719;5;CATALINA;58874
58856;CLUJ;37,2;2;48,2;32,1;32,9;1719;5;CUBLESU SOMESAN;58883
58856;CLUJ;37,2;2;48,2;32,1;32,9;1719;5;DIRJA;58892
58856;CLUJ;37,2;2;48,2;32,1;32,9;1719;5;SARATA;58909
56096;CLUJ;36,5;1;47,2;34,5;57,1;1437;5;BOBILNA;56103
56096;CLUJ;36,5;1;47,2;34,5;57,1;1437;5;ANTAS;56112
56096;CLUJ;36,5;1;47,2;34,5;57,1;1437;5;BABDIU;56121
56096;CLUJ;36,5;1;47,2;34,5;57,1;1437;5;BLIDARESTI;56130
56096;CLUJ;36,5;1;47,2;34,5;57,1;1437;5;CREMENEA;56149
56096;CLUJ;36,5;1;47,2;34,5;57,1;1437;5;MAIA;56158
56096;CLUJ;36,5;1;47,2;34,5;57,1;1437;5;OSORHEL;56167
56096;CLUJ;36,5;1;47,2;34,5;57,1;1437;5;PRUNI;56176
56096;CLUJ;36,5;1;47,2;34,5;57,1;1437;5;RAZBUNENI;56185
56096;CLUJ;36,5;1;47,2;34,5;57,1;1437;5;SUARAS;56194
56096;CLUJ;36,5;1;47,2;34,5;57,1;1437;5;VILCELELE;56201
59283;CLUJ;27,9;1;53,6;24,4;32,8;1481;5;SACUIEU;59292
59283;CLUJ;27,9;1;53,6;24,4;32,8;1481;5;ROGOJEL;59309
59283;CLUJ;27,9;1;53,6;24,4;32,8;1481;5;VISAGU;59318
58990;CLUJ;25,2;1;61,7;22,1;43,2;664;5;PLOSCOS;59005
58990;CLUJ;25,2;1;61,7;22,1;43,2;664;5;CRAIRIT;59014
58990;CLUJ;25,2;1;61,7;22,1;43,2;664;5;LOBODAS;59023
58990;CLUJ;25,2;1;61,7;22,1;43,2;664;5;VALEA FLORILOR;59032
60026;CLUJ;23,7;1;56,6;42,4;31,5;923;5;VALEA IERII;60035
60026;CLUJ;23,7;1;56,6;42,4;31,5;923;5;CERC;60044
60026;CLUJ;23,7;1;56,6;42,4;31,5;923;5;PLOPI;60053
